,Team,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
905,DET,51,94,54.3,15,35,42.9,14,24,58.3,13,39,52,29,9,0,13,26
906,CLE,45,74,60.8,15,29,51.7,8,10,80.0,6,34,40,28,10,3,19,13
907,PHX,49,93,52.7,15,33,45.5,19,21,90.5,10,36,46,22,3,5,14,28
908,SAC,48,95,50.5,16,43,37.2,25,29,86.2,11,47,58,28,8,5,18,25
909,NOP,45,86,52.3,14,33,42.4,22,26,84.6,12,40,52,28,10,4,20,16
910,OKC,48,94,51.1,9,27,33.3,14,21,66.7,15,37,52,17,4,4,12,20
911,UTA,45,81,55.6,14,32,43.8,21,28,75.0,13,33,46,24,4,7,18,24
912,ORL,39,79,49.4,8,27,29.6,22,25,88.0,6,27,33,26,5,3,18,21
913,DEN,44,83,53.0,17,32,53.1,15,20,75.0,8,34,42,30,6,8,12,21
914,BKN,39,84,46.4,11,26,42.3,24,26,92.3,4,31,35,22,8,7,9,25
915,NYK,42,100,42.0,6,30,20.0,13,20,65.0,19,36,55,18,2,3,8,20
916,MIN,41,89,46.1,12,39,30.8,15,19,78.9,5,24,29,26,13,11,13,25
917,LAL,48,97,49.5,14,37,37.8,18,26,69.2,13,35,48,28,5,6,8,18
918,BOS,46,83,55.4,22,45,48.9,20,23,87.0,11,30,41,32,7,0,18,18
919,POR,42,90,46.7,17,35,48.6,11,15,73.3,9,34,43,24,6,7,11,23
920,DAL,42,91,46.2,15,44,34.1,17,27,63.0,8,31,39,21,7,4,14,21
921,DET,42,83,50.6,13,39,33.3,13,20,65.0,7,23,30,28,7,4,16,17
922,NOP,39,87,44.8,9,32,28.1,18,20,90.0,14,35,49,21,12,8,22,18
923,SAC,46,88,52.3,9,25,36.0,16,18,88.9,8,29,37,32,9,7,16,15
924,UTA,41,85,48.2,19,49,38.8,6,15,40.0,9,36,45,30,5,4,14,17
925,BKN,44,81,54.3,9,28,32.1,12,14,85.7,8,34,42,20,7,8,18,19
926,DEN,50,88,56.8,12,30,40.0,17,20,85.0,13,30,43,31,8,4,14,22
927,TOR,37,84,44.0,12,28,42.9,14,17,82.4,7,38,45,23,4,5,12,17
928,WAS,52,91,57.1,15,31,48.4,23,27,85.2,7,27,34,31,12,5,7,25
929,LAL,40,93,43.0,11,31,35.5,24,31,77.4,18,39,57,23,3,7,14,16
930,PHI,39,86,45.3,10,28,35.7,16,18,88.9,10,27,37,23,10,3,12,19
931,BOS,55,93,59.1,24,52,46.2,6,7,85.7,9,30,39,40,10,5,16,18
932,BKN,41,78,52.6,15,35,42.9,14,18,77.8,4,34,38,27,6,2,8,24
933,MIL,48,86,55.8,17,37,45.9,11,15,73.3,8,32,40,28,8,5,14,24
934,ATL,35,88,39.8,10,36,27.8,18,19,94.7,8,34,42,24,6,3,12,12
935,MIN,39,88,44.3,14,35,40.0,22,29,75.9,6,25,31,22,7,2,14,19
936,LAC,42,94,44.7,6,32,18.8,24,32,75.0,18,44,62,33,7,4,18,18
937,BOS,44,80,55.0,16,34,47.1,26,26,100.0,10,28,38,25,2,5,14,23
938,NYK,44,87,50.6,10,30,33.3,25,30,83.3,12,30,42,30,3,7,8,27
939,DET,36,79,45.6,8,28,28.6,14,26,53.8,7,29,36,14,9,6,16,26
940,ORL,36,79,45.6,12,40,30.0,19,25,76.0,7,19,26,21,9,4,16,20
941,PHX,42,92,45.7,6,22,27.3,23,30,76.7,18,30,48,23,8,6,6,20
942,HOU,45,86,52.3,18,36,50.0,10,14,71.4,11,42,53,25,9,3,25,19
943,TOR,38,88,43.2,8,26,30.8,21,26,80.8,17,31,48,20,10,2,13,21
944,SAS,53,105,50.5,18,37,48.6,14,20,70.0,17,30,47,33,8,5,10,32
945,MIA,42,89,47.2,7,26,26.9,19,23,82.6,10,37,47,24,5,5,13,19
946,IND,43,86,50.0,12,34,35.3,30,38,78.9,5,36,41,28,13,4,10,11
947,LAC,37,68,54.4,11,22,50.0,19,34,55.9,4,29,33,22,1,5,14,20
948,PHX,42,87,48.3,7,29,24.1,17,26,65.4,11,32,43,25,7,7,13,18
949,MEM,47,91,51.6,18,38,47.4,20,27,74.1,13,33,46,26,4,4,14,20
950,ORL,34,80,42.5,9,35,25.7,22,27,81.5,9,26,35,20,7,6,14,15
951,OKC,44,95,46.3,7,29,24.1,28,32,87.5,10,40,50,24,7,5,13,21
952,GSW,52,101,51.5,20,45,44.4,5,6,83.3,16,33,49,33,8,3,21,15
953,HOU,41,87,47.1,12,35,34.3,34,41,82.9,22,37,59,25,9,4,22,29
954,SAS,38,100,38.0,6,33,18.2,12,16,75.0,20,30,50,21,11,3,16,18
955,CHA,40,89,44.9,8,25,32.0,22,32,68.8,15,40,55,24,6,4,18,18
956,MIL,42,83,50.6,15,32,46.9,18,25,72.0,8,35,43,27,4,9,13,22
957,BOS,41,83,49.4,16,37,43.2,24,27,88.9,4,34,38,27,9,6,10,24
958,NYK,46,105,43.8,13,41,31.7,24,28,85.7,12,32,44,27,7,5,10,35
959,IND,37,96,38.5,16,44,36.4,11,16,68.8,13,17,30,25,16,5,13,16
960,BOS,45,84,53.6,17,34,50.0,18,21,85.7,6,32,38,29,4,4,12,22
961,OKC,42,97,43.3,18,40,45.0,24,28,85.7,12,27,39,26,6,7,10,27
962,ATL,41,92,44.6,11,30,36.7,22,23,95.7,10,37,47,23,9,6,13,20
963,TOR,36,101,35.6,7,29,24.1,19,25,76.0,23,29,52,16,12,2,14,13
964,GSW,48,97,49.5,19,51,37.3,9,13,69.2,12,33,45,36,11,5,13,26
965,CHA,44,92,47.8,6,23,26.1,13,21,61.9,11,33,44,25,8,1,16,15
966,UTA,41,83,49.4,18,41,43.9,16,19,84.2,7,31,38,31,4,7,16,21
967,SAS,41,85,48.2,10,34,29.4,18,28,64.3,8,29,37,31,11,1,20,23
968,MIA,39,93,41.9,16,41,39.0,19,22,86.4,14,39,53,20,7,5,13,18
969,CLE,41,74,55.4,12,27,44.4,20,23,87.0,11,28,39,22,4,4,17,14
970,MIL,41,90,45.6,12,38,31.6,19,25,76.0,11,37,48,24,5,3,20,17
971,PHI,43,99,43.4,16,32,50.0,13,16,81.3,20,29,49,19,9,4,10,12
972,PHX,48,102,47.1,16,34,47.1,3,5,60.0,8,41,49,23,8,7,15,22
973,MEM,41,91,45.1,8,30,26.7,19,30,63.3,13,36,49,26,12,10,18,23
974,DEN,43,86,50.0,5,19,26.3,17,26,65.4,15,27,42,28,7,8,18,21
975,MIN,37,85,43.5,14,47,29.8,17,20,85.0,6,34,40,30,9,6,18,25
976,NOP,49,91,53.8,15,42,35.7,15,21,71.4,11,39,50,30,15,5,14,16
977,OKC,43,88,48.9,8,24,33.3,25,32,78.1,11,27,38,25,5,5,14,18
978,CLE,42,70,60.0,10,19,52.6,20,23,87.0,3,34,37,24,8,3,20,17
979,CHI,46,89,51.7,14,29,48.3,15,20,75.0,8,43,51,26,10,1,15,19
980,LAC,47,91,51.6,9,24,37.5,18,19,94.7,12,29,41,26,6,6,16,20
981,IND,43,86,50.0,13,46,28.3,24,27,88.9,12,36,48,32,9,5,21,23
982,MIL,47,86,54.7,9,28,32.1,16,25,64.0,10,32,42,31,12,8,14,17
983,HOU,41,90,45.6,15,45,33.3,23,27,85.2,12,33,45,24,13,1,14,12
984,LAL,45,85,52.9,12,34,35.3,21,24,87.5,5,49,54,29,5,2,15,10
985,SAC,47,85,55.3,12,35,34.3,31,35,88.6,8,33,41,29,4,0,11,18
986,CLE,44,83,53.0,13,37,35.1,12,16,75.0,13,36,49,31,7,1,20,23
987,PHX,43,101,42.6,17,39,43.6,13,18,72.2,22,38,60,35,3,8,13,22
988,BKN,50,83,60.2,16,34,47.1,11,15,73.3,5,40,45,33,5,5,19,25
989,DAL,35,78,44.9,15,42,35.7,12,21,57.1,6,30,36,24,5,3,13,18
990,WAS,40,93,43.0,13,34,38.2,13,18,72.2,14,35,49,19,6,13,17,19
991,PHI,34,71,47.9,14,32,43.8,27,32,84.4,4,35,39,21,10,1,22,24
992,LAC,44,81,54.3,21,40,52.5,10,19,52.6,7,28,35,32,9,1,13,20
993,IND,41,90,45.6,18,46,39.1,14,19,73.7,12,30,42,27,5,6,15,18
994,ATL,46,92,50.0,7,25,28.0,25,32,78.1,11,39,50,23,5,5,15,20
995,POR,39,83,47.0,13,42,31.0,22,27,81.5,10,33,43,27,11,8,18,22
996,CLE,49,92,53.3,8,28,28.6,26,32,81.3,7,43,50,25,8,8,20,25
997,NOP,43,87,49.4,13,35,37.1,10,13,76.9,7,30,37,24,13,3,13,18
998,LAL,43,78,55.1,7,20,35.0,35,40,87.5,7,37,44,29,2,7,16,24
999,UTA,51,91,56.0,16,31,51.6,16,24,66.7,11,25,36,32,6,3,17,28
1000,WAS,41,96,42.7,15,46,32.6,10,14,71.4,8,46,54,33,6,4,16,25
1001,HOU,29,86,33.7,6,28,21.4,27,32,84.4,14,35,49,15,8,4,17,24
1002,GSW,41,91,45.1,18,50,36.0,11,20,55.0,12,39,51,32,8,3,18,26
1003,MEM,39,93,41.9,14,39,35.9,29,40,72.5,17,40,57,26,4,7,11,13
1004,DAL,46,77,59.7,13,32,40.6,22,28,78.6,6,38,44,29,5,3,10,19
1005,CHI,41,89,46.1,5,21,23.8,20,25,80.0,13,33,46,27,6,6,11,19
1006,PHI,40,78,51.3,13,28,46.4,17,26,65.4,6,35,41,28,5,5,18,18
1007,LAC,33,81,40.7,11,30,36.7,19,24,79.2,10,41,51,17,1,1,18,21
1008,POR,36,93,38.7,13,36,36.1,22,27,81.5,8,31,39,22,9,5,10,22
1009,SAC,48,83,57.8,12,30,40.0,22,24,91.7,6,31,37,28,7,1,12,15
1010,DEN,36,82,43.9,14,38,36.8,17,20,85.0,8,34,42,18,3,5,15,25
1011,MIL,41,86,47.7,16,39,41.0,15,27,55.6,13,39,52,26,5,6,14,16
1012,WAS,44,86,51.2,17,34,50.0,15,17,88.2,11,30,41,32,8,5,19,20
1013,TOR,44,86,51.2,7,26,26.9,17,22,77.3,16,26,42,23,5,3,14,23
1014,ATL,42,101,41.6,7,32,21.9,10,13,76.9,14,31,45,21,5,5,9,11
1015,ORL,42,93,45.2,9,35,25.7,15,17,88.2,12,35,47,21,6,5,16,26
1016,CHA,43,94,45.7,12,33,36.4,15,18,83.3,14,30,44,29,8,4,18,23
1017,PHX,44,86,51.2,21,40,52.5,21,25,84.0,8,39,47,33,5,8,16,22
1018,DAL,31,102,30.4,12,55,21.8,18,19,94.7,13,25,38,21,9,2,6,19
1019,NOP,43,85,50.6,17,33,51.5,21,24,87.5,12,34,46,30,4,6,15,18
1020,UTA,36,83,43.4,14,43,32.6,25,30,83.3,15,34,49,29,7,5,21,22
1021,DAL,35,80,43.8,17,43,39.5,16,24,66.7,8,26,34,20,12,1,12,20
1022,SAC,56,94,59.6,20,41,48.8,21,25,84.0,9,34,43,39,9,4,17,24
1023,POR,41,79,51.9,15,32,46.9,20,26,76.9,9,30,39,22,6,3,17,17
1024,NOP,43,91,47.3,18,38,47.4,9,12,75.0,7,36,43,31,2,8,10,20
1025,BOS,46,96,47.9,10,37,27.0,24,29,82.8,10,36,46,25,15,7,14,20
1026,DET,35,77,45.5,10,31,32.3,31,43,72.1,11,28,39,23,8,2,19,23
1027,HOU,39,86,45.3,9,30,30.0,19,31,61.3,10,30,40,20,11,3,14,22
1028,MIA,38,83,45.8,15,33,45.5,22,25,88.0,17,25,42,23,6,4,15,10
1029,MIL,34,82,41.5,6,29,20.7,32,41,78.0,11,35,46,21,4,3,17,26
1030,ORL,36,88,40.9,14,36,38.9,19,23,82.6,22,26,48,23,3,7,22,18
1031,GSW,47,88,53.4,23,45,51.1,15,16,93.8,5,35,40,35,9,3,13,17
1032,CHI,40,81,49.4,6,22,27.3,17,21,81.0,8,28,36,24,9,4,19,19
1033,NYK,48,97,49.5,10,31,32.3,29,33,87.9,13,22,35,25,13,2,13,18
1034,CLE,40,89,44.9,17,34,50.0,27,39,69.2,16,24,40,22,6,1,10,22
1035,WAS,36,86,41.9,19,40,47.5,11,21,52.4,9,38,47,26,9,6,15,15
1036,SAC,47,91,51.6,16,37,43.2,12,19,63.2,9,36,45,31,8,2,16,17
1037,LAL,44,91,48.4,11,27,40.7,17,20,85.0,12,33,45,25,3,2,9,22
1038,PHI,40,83,48.2,4,23,17.4,21,26,80.8,8,31,39,21,12,14,12,19
1039,WAS,44,88,50.0,16,36,44.4,17,20,85.0,6,40,46,27,6,8,9,14
1040,LAC,34,85,40.0,11,31,35.5,16,20,80.0,10,36,46,22,4,6,18,17
1041,DAL,41,81,50.6,14,43,32.6,21,26,80.8,7,33,40,26,8,2,11,27
1042,PHI,44,80,55.0,8,24,33.3,25,31,80.6,2,29,31,24,10,5,12,26
1043,NOP,42,86,48.8,8,29,27.6,27,31,87.1,12,24,36,28,13,1,12,23
1044,DET,37,89,41.6,16,38,42.1,18,21,85.7,11,39,50,23,4,3,14,23
1045,MIA,49,93,52.7,16,41,39.0,18,21,85.7,9,37,46,32,7,5,12,19
1046,IND,41,82,50.0,19,43,44.2,17,23,73.9,11,40,51,33,4,6,21,23
1047,GSW,40,82,48.8,15,36,41.7,11,14,78.6,8,36,44,29,5,3,15,27
1048,OKC,52,93,55.9,15,36,41.7,13,17,76.5,15,29,44,31,10,6,19,27
1049,NYK,42,94,44.7,10,40,25.0,27,29,93.1,16,31,47,23,7,3,11,31
1050,MEM,44,88,50.0,7,33,21.2,19,27,70.4,15,31,46,25,8,3,14,19
1051,BOS,50,90,55.6,16,37,43.2,15,20,75.0,10,36,46,30,3,5,7,19
1052,ORL,43,82,52.4,15,33,45.5,13,15,86.7,9,41,50,23,2,4,15,11
1053,SAS,43,85,50.6,12,31,38.7,13,15,86.7,9,41,50,22,3,13,19,22
1054,LAL,42,88,47.7,10,25,40.0,20,26,76.9,14,27,41,22,11,5,14,22
1055,WAS,41,84,48.8,12,30,40.0,19,20,95.0,8,44,52,25,5,5,17,21
1056,NOP,33,79,41.8,10,28,35.7,19,24,79.2,9,36,45,19,3,5,17,21
1057,MIA,39,90,43.3,10,36,27.8,29,36,80.6,8,30,38,21,9,1,11,25
1058,ATL,39,88,44.3,6,26,23.1,20,23,87.0,11,43,54,19,8,2,18,22
1059,CHA,34,91,37.4,10,40,25.0,17,24,70.8,20,22,42,21,10,3,11,22
1060,BOS,47,88,53.4,18,46,39.1,16,21,76.2,8,35,43,31,5,4,13,25
1061,SAS,47,98,48.0,12,37,32.4,16,23,69.6,13,26,39,30,8,2,12,17
1062,CHI,44,87,50.6,7,27,25.9,16,18,88.9,6,29,35,23,5,8,15,23
1063,OKC,50,111,45.0,18,45,40.0,14,19,73.7,16,39,55,24,9,9,13,26
1064,TOR,42,102,41.2,15,44,34.1,17,20,85.0,22,28,50,19,12,9,13,26
1065,MIN,41,78,52.6,9,27,33.3,26,32,81.3,8,30,38,26,4,6,19,22
1066,IND,45,96,46.9,14,42,33.3,15,19,78.9,11,33,44,28,9,5,18,23
1067,BKN,42,87,48.3,14,34,41.2,14,20,70.0,11,44,55,30,11,5,15,22
1068,SAC,40,76,52.6,17,39,43.6,30,35,85.7,2,22,24,30,12,4,9,20
1069,ORL,36,73,49.3,8,21,38.1,14,21,66.7,4,45,49,20,1,6,19,20
1070,LAC,41,81,50.6,12,33,36.4,20,26,76.9,6,35,41,24,10,7,15,24
1071,ATL,51,109,46.8,8,28,28.6,9,11,81.8,17,37,54,24,5,5,11,16
1072,PHI,31,80,38.8,12,32,37.5,26,31,83.9,15,33,48,22,5,6,16,17
1073,MIA,40,84,47.6,14,39,35.9,13,15,86.7,5,27,32,28,11,2,12,18
1074,MIN,38,81,46.9,11,41,26.8,20,24,83.3,4,35,39,28,7,8,18,18
1075,MEM,41,91,45.1,15,44,34.1,9,14,64.3,8,37,45,27,4,4,11,23
1076,LAC,40,79,50.6,17,38,44.7,22,28,78.6,4,27,31,19,8,2,9,19
1077,ORL,45,82,54.9,12,25,48.0,25,31,80.6,11,26,37,27,7,4,20,25
1078,CHA,42,101,41.6,5,32,15.6,11,16,68.8,17,28,45,27,8,7,11,23
1079,UTA,53,95,55.8,16,38,42.1,17,22,77.3,10,31,41,30,10,7,15,23
1080,SAS,43,82,52.4,12,33,36.4,11,18,61.1,10,28,38,31,14,5,24,17
1081,CHI,42,80,52.5,9,28,32.1,18,22,81.8,9,40,49,30,7,7,22,21
1082,DAL,32,72,44.4,12,28,42.9,20,24,83.3,12,29,41,18,7,3,22,20
1083,DET,39,93,41.9,9,33,27.3,25,33,75.8,16,42,58,20,6,9,16,19
1084,IND,43,86,50.0,22,48,45.8,21,23,91.3,10,35,45,33,6,8,17,19
1085,ATL,46,99,46.5,11,29,37.9,14,17,82.4,12,36,48,23,11,3,12,18
1086,GSW,44,88,50.0,14,38,36.8,14,21,66.7,8,40,48,28,5,4,15,21
1087,LAC,43,87,49.4,8,33,24.2,8,13,61.5,4,28,32,22,11,2,14,26
1088,LAL,40,87,46.0,8,27,29.6,12,21,57.1,10,33,43,24,4,4,17,26
1089,TOR,44,103,42.7,10,37,27.0,15,20,75.0,23,29,52,28,11,10,9,16
1090,MEM,39,91,42.9,9,29,31.0,16,20,80.0,12,38,50,20,8,2,11,17
1091,ORL,50,92,54.3,4,23,17.4,19,20,95.0,7,41,48,27,8,4,18,26
1092,MIL,38,90,42.2,17,47,36.2,15,17,88.2,18,37,55,23,7,6,19,16
1093,CHA,32,86,37.2,14,42,33.3,16,23,69.6,13,37,50,22,3,6,15,21
1094,PHX,35,82,42.7,11,30,36.7,21,28,75.0,11,33,44,22,7,14,14,22
1095,NYK,46,90,51.1,11,27,40.7,15,16,93.8,12,32,44,22,6,4,14,14
1096,MIN,49,80,61.3,15,33,45.5,16,20,80.0,9,27,36,38,11,5,24,27
1097,ATL,47,103,45.6,9,36,25.0,21,25,84.0,12,38,50,28,12,8,13,23
1098,DEN,53,87,60.9,15,29,51.7,5,10,50.0,10,37,47,37,10,0,18,15
1099,PHX,36,83,43.4,14,34,41.2,20,21,95.2,13,26,39,26,8,4,17,22
1100,PHI,37,98,37.8,13,47,27.7,17,21,81.0,13,31,44,27,12,8,15,25
1101,NOP,41,81,50.6,12,29,41.4,20,29,69.0,9,28,37,24,10,2,16,21
1102,MEM,50,98,51.0,16,36,44.4,14,18,77.8,18,42,60,34,6,10,19,20
1103,BOS,41,83,49.4,9,31,29.0,32,39,82.1,7,32,39,24,5,7,14,23
1104,DET,31,83,37.3,13,37,35.1,13,15,86.7,9,25,34,16,10,6,19,22
1105,SAS,42,88,47.7,12,31,38.7,10,18,55.6,6,29,35,23,7,2,13,17
1106,DAL,39,77,50.6,12,34,35.3,21,25,84.0,6,25,31,23,12,3,19,21
1107,IND,37,80,46.3,12,39,30.8,15,23,65.2,5,37,42,28,7,5,19,19
1108,LAL,40,83,48.2,11,26,42.3,25,28,89.3,9,31,40,22,6,6,11,17
1109,WAS,30,83,36.1,8,34,23.5,18,22,81.8,7,32,39,18,4,3,13,15
1110,MIN,39,92,42.4,11,41,26.8,13,17,76.5,10,37,47,22,2,4,16,25
1111,ORL,42,78,53.8,13,30,43.3,33,46,71.7,11,35,46,20,9,6,19,22
1112,OKC,45,93,48.4,6,29,20.7,14,19,73.7,10,30,40,19,9,5,10,19
1113,SAS,37,94,39.4,14,43,32.6,12,14,85.7,13,33,46,29,3,6,23,20
1114,DAL,42,84,50.0,11,38,28.9,8,15,53.3,7,30,37,20,9,4,12,14
1115,HOU,37,88,42.0,11,38,28.9,16,21,76.2,16,34,50,17,9,5,19,22
1116,NYK,37,90,41.1,10,36,27.8,15,20,75.0,12,40,52,23,3,9,17,19
1117,CHI,38,88,43.2,14,31,45.2,16,18,88.9,11,40,51,28,6,9,20,18
1118,MIA,44,89,49.4,11,34,32.4,11,13,84.6,9,37,46,27,5,5,11,20
1119,MIL,43,92,46.7,10,38,26.3,20,24,83.3,15,37,52,24,17,5,16,16
1120,LAL,45,98,45.9,10,36,27.8,20,23,87.0,11,45,56,30,6,8,18,17
1121,CLE,42,100,42.0,11,39,28.2,19,24,79.2,9,42,51,24,6,4,11,23
1122,POR,36,89,40.4,13,33,39.4,21,26,80.8,16,30,46,27,5,3,20,17
1123,PHI,39,84,46.4,19,36,52.8,14,20,70.0,6,26,32,25,3,1,8,25
1124,PHX,41,89,46.1,17,43,39.5,17,22,77.3,7,27,34,31,9,8,11,20
1125,MIA,40,88,45.5,16,42,38.1,20,20,100.0,9,30,39,32,7,3,15,16
1126,BKN,36,74,48.6,12,32,37.5,15,19,78.9,4,34,38,27,4,7,18,20
1127,OKC,45,95,47.4,10,34,29.4,16,20,80.0,8,28,36,28,13,9,17,17
1128,WAS,38,81,46.9,10,25,40.0,25,26,96.2,9,32,41,22,8,4,16,18
1129,CHA,43,84,51.2,14,29,48.3,8,14,57.1,6,32,38,31,11,6,21,26
1130,UTA,42,89,47.2,19,47,40.4,18,22,81.8,11,37,48,26,10,6,16,30
1131,MIL,38,87,43.7,11,40,27.5,23,29,79.3,14,36,50,20,5,5,16,21
1132,LAC,37,87,42.5,9,36,25.0,12,17,70.6,8,38,46,23,7,10,14,18
1133,TOR,46,92,50.0,14,34,41.2,33,40,82.5,12,32,44,25,13,9,7,22
1134,BKN,43,80,53.8,11,30,36.7,19,20,95.0,6,33,39,26,11,9,20,18
1135,SAS,36,86,41.9,16,40,40.0,19,25,76.0,14,38,52,27,6,7,20,21
1136,BOS,36,79,45.6,21,47,44.7,19,20,95.0,4,43,47,29,4,5,14,15
1137,DET,40,83,48.2,14,33,42.4,34,38,89.5,12,35,47,24,4,3,16,25
1138,LAC,36,86,41.9,11,39,28.2,8,13,61.5,8,31,39,24,3,6,15,15
1139,PHX,45,84,53.6,12,40,30.0,22,30,73.3,10,26,36,29,9,8,12,22
1140,DAL,41,83,49.4,11,35,31.4,21,28,75.0,5,32,37,15,10,1,4,22
1141,LAL,46,96,47.9,13,30,43.3,16,20,80.0,13,38,51,24,5,5,9,17
1142,CLE,41,89,46.1,23,50,46.0,16,19,84.2,10,33,43,33,3,5,14,22
1143,MIL,45,92,48.9,14,36,38.9,19,29,65.5,14,35,49,24,8,5,12,18
1144,CHA,43,102,42.2,10,31,32.3,24,31,77.4,15,40,55,32,2,2,10,14
1145,SAC,42,76,55.3,14,31,45.2,21,29,72.4,6,37,43,27,1,6,21,29
1146,DAL,38,95,40.0,8,40,20.0,27,34,79.4,12,37,49,17,8,5,16,30
1147,UTA,45,87,51.7,19,44,43.2,15,20,75.0,10,24,34,30,8,6,20,17
1148,CHI,36,80,45.0,11,31,35.5,26,29,89.7,9,31,40,22,7,3,18,20
1149,BKN,41,82,50.0,14,39,35.9,20,26,76.9,6,28,34,29,6,9,9,20
1150,WAS,41,86,47.7,12,30,40.0,23,28,82.1,9,29,38,25,5,3,13,23
1151,MIL,42,109,38.5,13,45,28.9,22,27,81.5,19,41,60,23,8,8,7,23
1152,SAS,46,86,53.5,16,38,42.1,21,26,80.8,8,34,42,37,7,3,21,17
1153,DET,37,86,43.0,7,32,21.9,31,38,81.6,14,28,42,18,2,4,11,22
1154,PHX,48,92,52.2,10,33,30.3,18,20,90.0,14,33,47,33,7,7,12,18
1155,TOR,33,86,38.4,9,39,23.1,15,24,62.5,15,30,45,20,9,5,17,15
1156,BOS,42,82,51.2,13,33,39.4,26,32,81.3,5,29,34,28,9,2,19,27
1157,ORL,42,85,49.4,10,37,27.0,19,26,73.1,5,43,48,28,8,5,12,22
1158,MIN,41,99,41.4,13,40,32.5,16,24,66.7,14,35,49,27,13,8,10,21
1159,POR,48,90,53.3,13,35,37.1,16,20,80.0,11,34,45,30,9,6,16,19
1160,DEN,39,85,45.9,17,37,45.9,22,34,64.7,17,41,58,18,2,4,12,18
1161,BKN,43,93,46.2,12,35,34.3,27,30,90.0,13,32,45,20,10,6,15,28
1162,GSW,46,92,50.0,18,46,39.1,13,15,86.7,16,34,50,30,4,2,21,13
1163,OKC,47,95,49.5,17,38,44.7,7,8,87.5,13,23,36,27,10,4,12,21
1164,SAC,40,83,48.2,12,38,31.6,18,22,81.8,9,31,40,28,5,2,13,20
1165,DET,42,91,46.2,14,32,43.8,15,22,68.2,10,30,40,23,4,6,14,25
1166,MIN,52,80,65.0,20,34,58.8,10,16,62.5,0,30,30,37,9,6,17,19
1167,MIL,39,88,44.3,10,36,27.8,22,29,75.9,14,40,54,21,8,12,19,22
1168,POR,34,78,43.6,12,37,32.4,18,26,69.2,11,27,38,20,9,4,19,17
1169,CLE,36,87,41.4,10,33,30.3,21,30,70.0,12,31,43,25,6,3,13,22
1170,DEN,42,92,45.7,9,34,26.5,17,21,81.0,9,45,54,34,12,5,11,17
1171,UTA,38,90,42.2,13,45,28.9,20,30,66.7,11,42,53,28,11,5,16,28
1172,NYK,52,97,53.6,11,30,36.7,19,22,86.4,12,34,46,26,5,11,16,24
1173,CHI,43,87,49.4,16,30,53.3,22,24,91.7,9,35,44,34,10,5,18,25
1174,TOR,46,84,54.8,16,37,43.2,11,14,78.6,6,33,39,32,9,5,9,21
1175,WAS,44,85,51.8,10,33,30.3,22,26,84.6,9,38,47,26,7,7,12,21
1176,NOP,44,76,57.9,12,27,44.4,13,18,72.2,4,22,26,25,7,3,14,21
1177,OKC,42,110,38.2,4,30,13.3,20,25,80.0,21,39,60,19,12,8,6,13
1178,PHX,47,92,51.1,12,29,41.4,28,34,82.4,14,34,48,31,8,4,14,19
1179,HOU,38,90,42.2,11,35,31.4,27,32,84.4,17,30,47,17,7,7,16,20
1180,NYK,43,93,46.2,11,37,29.7,18,25,72.0,18,32,50,24,7,3,14,24
1181,MEM,47,94,50.0,16,34,47.1,24,31,77.4,12,26,38,21,7,3,9,22
1182,MIA,29,83,34.9,8,34,23.5,24,27,88.9,8,38,46,19,5,3,12,15
1183,POR,48,83,57.8,16,35,45.7,23,31,74.2,9,36,45,23,3,6,10,15
1184,MIN,38,86,44.2,8,31,25.8,22,24,91.7,10,40,50,24,7,5,16,18
1185,PHI,38,80,47.5,19,43,44.2,25,28,89.3,7,32,39,25,8,7,8,20
1186,CHI,42,87,48.3,10,21,47.6,26,29,89.7,14,46,60,29,4,6,14,18
1187,CLE,41,96,42.7,13,33,39.4,22,25,88.0,16,32,48,19,10,5,13,20
1188,GSW,45,87,51.7,14,33,42.4,26,36,72.2,6,31,37,24,7,5,13,21
1189,ATL,39,95,41.1,8,35,22.9,23,28,82.1,16,29,45,23,8,9,12,21
1190,LAC,36,82,43.9,9,32,28.1,14,20,70.0,9,34,43,16,10,0,15,18
1191,NOP,48,102,47.1,8,27,29.6,17,22,77.3,14,31,45,30,8,6,17,22
1192,OKC,41,94,43.6,9,41,22.0,15,21,71.4,11,31,42,24,7,4,11,15
1193,LAL,41,92,44.6,6,33,18.2,16,20,80.0,10,30,40,26,9,9,13,24
1194,CHI,34,84,40.5,7,29,24.1,21,25,84.0,10,25,35,19,12,7,10,19
1195,MIL,48,85,56.5,16,31,51.6,13,21,61.9,8,39,47,29,6,10,16,22
1196,IND,45,103,43.7,16,42,38.1,18,24,75.0,20,39,59,28,7,15,11,21
1197,DEN,42,85,49.4,20,38,52.6,18,31,58.1,9,37,46,33,5,6,18,21
1198,MIA,38,76,50.0,11,30,36.7,25,27,92.6,6,38,44,28,2,2,16,26
1199,ORL,45,95,47.4,15,34,44.1,15,23,65.2,12,36,48,21,5,7,9,24
1200,PHI,37,84,44.0,10,31,32.3,21,28,75.0,12,28,40,26,6,5,12,15
1201,DAL,45,90,50.0,17,39,43.6,30,36,83.3,15,37,52,23,7,7,15,24
1202,SAC,40,85,47.1,14,35,40.0,15,26,57.7,9,30,39,24,5,5,12,21
1203,IND,51,104,49.0,11,35,31.4,21,22,95.5,14,28,42,32,8,6,16,34
