,Team,Match Up,Game Date,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
1869,ATL,ATL vs. MIA,11/27/2022,L,98,35,88,39.8,10,36,27.8,18,19,94.7,8,34,42,24,6,3,12,12,-8
1870,MIN,MIN vs. GSW,11/27/2022,L,114,39,88,44.3,14,35,40.0,22,29,75.9,6,25,31,22,7,2,14,19,-23
1871,GSW,GSW @ MIN,11/27/2022,W,137,50,87,57.5,20,47,42.6,17,20,85.0,8,39,47,36,7,6,16,26,23
1872,LAC,LAC vs. IND,11/27/2022,W,114,42,94,44.7,6,32,18.8,24,32,75.0,18,44,62,33,7,4,18,18,14
1873,IND,IND @ LAC,11/27/2022,L,100,36,94,38.3,9,42,21.4,19,23,82.6,9,30,39,23,14,4,13,28,-14
1874,WAS,WAS @ BOS,11/27/2022,L,121,44,82,53.7,7,28,25.0,26,33,78.8,6,23,29,23,8,1,4,21,-9
1875,MEM,MEM @ NYK,11/27/2022,W,127,46,95,48.4,12,32,37.5,23,31,74.2,16,34,50,32,4,2,11,23,4
1876,NYK,NYK vs. MEM,11/27/2022,L,123,44,87,50.6,10,30,33.3,25,30,83.3,12,30,42,30,3,7,8,27,-4
1877,DET,DET vs. CLE,11/27/2022,L,94,36,79,45.6,8,28,28.6,14,26,53.8,7,29,36,14,9,6,16,26,-8
1878,CLE,CLE @ DET,11/27/2022,W,102,33,77,42.9,8,28,28.6,28,33,84.8,10,31,41,14,3,4,14,20,8
1879,BOS,BOS vs. WAS,11/27/2022,W,130,44,80,55.0,16,34,47.1,26,26,100.0,10,28,38,25,2,5,14,23,9
1880,ORL,ORL vs. PHI,11/27/2022,L,103,36,79,45.6,12,40,30.0,19,25,76.0,7,19,26,21,9,4,16,20,-30
1881,PHI,PHI @ ORL,11/27/2022,W,133,50,77,64.9,11,27,40.7,22,27,81.5,6,37,43,32,10,8,16,19,30
1882,UTA,UTA @ PHX,11/26/2022,L,112,40,79,50.6,13,32,40.6,19,25,76.0,8,32,40,20,5,2,12,19,-1
1883,PHX,PHX vs. UTA,11/26/2022,W,113,42,92,45.7,6,22,27.3,23,30,76.7,18,30,48,23,8,6,6,20,1
1884,OKC,OKC @ HOU,11/26/2022,L,105,38,97,39.2,10,44,22.7,19,23,82.6,16,25,41,19,12,3,15,15,-13
1885,HOU,HOU vs. OKC,11/26/2022,W,118,45,86,52.3,18,36,50.0,10,14,71.4,11,42,53,25,9,3,25,19,13
1886,TOR,TOR vs. DAL,11/26/2022,W,105,38,88,43.2,8,26,30.8,21,26,80.8,17,31,48,20,10,2,13,21,5
1887,LAL,LAL @ SAS,11/26/2022,W,143,47,81,58.0,17,33,51.5,32,37,86.5,3,36,39,25,4,7,17,20,5
1888,SAS,SAS vs. LAL,11/26/2022,L,138,53,105,50.5,18,37,48.6,14,20,70.0,17,30,47,33,8,5,10,32,-5
1889,DAL,DAL @ TOR,11/26/2022,L,100,35,73,47.9,11,39,28.2,19,24,79.2,4,30,34,28,7,5,16,26,-5
1890,MIA,MIA vs. WAS,11/25/2022,W,110,42,89,47.2,7,26,26.9,19,23,82.6,10,37,47,24,5,5,13,19,3
1891,BKN,BKN @ IND,11/25/2022,L,117,47,88,53.4,15,41,36.6,8,10,80.0,5,33,38,27,2,8,19,28,-11
1892,LAC,LAC vs. DEN,11/25/2022,L,104,37,68,54.4,11,22,50.0,19,34,55.9,4,29,33,22,1,5,14,20,-10
1893,DEN,DEN @ LAC,11/25/2022,W,114,44,89,49.4,10,30,33.3,16,23,69.6,10,27,37,27,9,5,6,24,10
1894,PHX,PHX vs. DET,11/25/2022,W,108,42,87,48.3,7,29,24.1,17,26,65.4,11,32,43,25,7,7,13,18,6
1895,NOP,NOP @ MEM,11/25/2022,L,111,37,86,43.0,10,31,32.3,27,31,87.1,11,30,41,26,9,4,13,22,-21
1896,MEM,MEM vs. NOP,11/25/2022,W,132,47,91,51.6,18,38,47.4,20,27,74.1,13,33,46,26,4,4,14,20,21
1897,PHI,PHI @ ORL,11/25/2022,W,107,39,82,47.6,14,36,38.9,15,18,83.3,13,34,47,25,7,1,16,19,8
1898,ORL,ORL vs. PHI,11/25/2022,L,99,34,80,42.5,9,35,25.7,22,27,81.5,9,26,35,20,7,6,14,15,-8
1899,OKC,OKC vs. CHI,11/25/2022,W,123,44,95,46.3,7,29,24.1,28,32,87.5,10,40,50,24,7,5,13,21,4
1900,CHI,CHI @ OKC,11/25/2022,L,119,44,101,43.6,12,33,36.4,19,23,82.6,14,33,47,25,5,4,15,24,-4
1901,UTA,UTA @ GSW,11/25/2022,L,118,46,97,47.4,11,45,24.4,15,17,88.2,15,27,42,28,12,6,13,15,-11
1902,GSW,GSW vs. UTA,11/25/2022,W,129,52,101,51.5,20,45,44.4,5,6,83.3,16,33,49,33,8,3,21,15,11
1903,HOU,HOU vs. ATL,11/25/2022,W,128,41,87,47.1,12,35,34.3,34,41,82.9,22,37,59,25,9,4,22,29,6
1904,ATL,ATL @ HOU,11/25/2022,L,122,39,82,47.6,15,39,38.5,29,36,80.6,6,22,28,14,9,6,14,26,-6
1905,SAS,SAS vs. LAL,11/25/2022,L,94,38,100,38.0,6,33,18.2,12,16,75.0,20,30,50,21,11,3,16,18,-11
1906,LAL,LAL @ SAS,11/25/2022,W,105,40,83,48.2,8,27,29.6,17,20,85.0,10,39,49,28,12,5,22,16,11
1907,CHA,CHA vs. MIN,11/25/2022,W,110,40,89,44.9,8,25,32.0,22,32,68.8,15,40,55,24,6,4,18,18,2
1908,MIN,MIN @ CHA,11/25/2022,L,108,41,96,42.7,9,41,22.0,17,18,94.4,11,34,45,24,7,9,16,27,-2
1909,DET,DET @ PHX,11/25/2022,L,102,39,92,42.4,9,26,34.6,15,16,93.8,19,30,49,21,6,3,19,22,-6
1910,IND,IND vs. BKN,11/25/2022,W,128,43,86,50.0,12,34,35.3,30,38,78.9,5,36,41,28,13,4,10,11,11
1911,CLE,CLE @ MIL,11/25/2022,L,102,34,87,39.1,12,33,36.4,22,26,84.6,10,31,41,12,9,2,9,17,-15
1912,SAC,SAC @ BOS,11/25/2022,L,104,36,87,41.4,9,36,25.0,23,26,88.5,11,34,45,20,3,4,18,22,-18
1913,WAS,WAS @ MIA,11/25/2022,L,107,40,93,43.0,11,39,28.2,16,20,80.0,13,32,45,27,7,9,12,18,-3
1914,BOS,BOS vs. SAC,11/25/2022,W,122,41,83,49.4,16,37,43.2,24,27,88.9,4,34,38,27,9,6,10,24,18
1915,POR,POR @ NYK,11/25/2022,W,132,42,85,49.4,10,32,31.3,38,51,74.5,13,35,48,24,3,3,13,24,3
1916,NYK,NYK vs. POR,11/25/2022,L,129,46,105,43.8,13,41,31.7,24,28,85.7,12,32,44,27,7,5,10,35,-3
1917,MIL,MIL vs. CLE,11/25/2022,W,117,42,83,50.6,15,32,46.9,18,25,72.0,8,35,43,27,4,9,13,22,15
1918,IND,IND vs. MIN,11/23/2022,L,101,37,96,38.5,16,44,36.4,11,16,68.8,13,17,30,25,16,5,13,16,-14
1919,BOS,BOS vs. DAL,11/23/2022,W,125,45,84,53.6,17,34,50.0,18,21,85.7,6,32,38,29,4,4,12,22,13
1920,DAL,DAL @ BOS,11/23/2022,L,112,44,82,53.7,11,31,35.5,13,21,61.9,5,30,35,20,4,3,14,23,-13
1921,DEN,DEN @ OKC,11/23/2022,W,131,42,88,47.7,14,38,36.8,33,41,80.5,17,38,55,31,4,8,19,24,5
1922,OKC,OKC vs. DEN,11/23/2022,L,126,42,97,43.3,18,40,45.0,24,28,85.7,12,27,39,26,6,7,10,27,-5
1923,SAC,SAC @ ATL,11/23/2022,L,106,41,89,46.1,9,31,29.0,15,21,71.4,10,38,48,27,6,2,19,23,-9
1924,ATL,ATL vs. SAC,11/23/2022,W,115,41,92,44.6,11,30,36.7,22,23,95.7,10,37,47,23,9,6,13,20,9
1925,TOR,TOR vs. BKN,11/23/2022,L,98,36,101,35.6,7,29,24.1,19,25,76.0,23,29,52,16,12,2,14,13,-14
1926,BKN,BKN @ TOR,11/23/2022,W,112,45,82,54.9,17,38,44.7,5,7,71.4,7,32,39,32,10,11,21,24,14
1927,LAC,LAC @ GSW,11/23/2022,L,107,39,86,45.3,11,29,37.9,18,27,66.7,10,33,43,22,5,2,17,13,-17
1928,GSW,GSW vs. LAC,11/23/2022,W,124,48,97,49.5,19,51,37.3,9,13,69.2,12,33,45,36,11,5,13,26,17
1929,PHI,PHI @ CHA,11/23/2022,L,101,38,86,44.2,9,38,23.7,16,18,88.9,8,37,45,20,9,3,19,23,-6
1930,CHA,CHA vs. PHI,11/23/2022,W,107,44,92,47.8,6,23,26.1,13,21,61.9,11,33,44,25,8,1,16,15,6
1931,DET,DET @ UTA,11/23/2022,W,125,44,89,49.4,12,24,50.0,25,27,92.6,8,30,38,24,9,2,7,20,9
1932,UTA,UTA vs. DET,11/23/2022,L,116,41,83,49.4,18,41,43.9,16,19,84.2,7,31,38,31,4,7,16,21,-9
1933,SAS,SAS vs. NOP,11/23/2022,L,110,41,85,48.2,10,34,29.4,18,28,64.3,8,29,37,31,11,1,20,23,-19
1934,NOP,NOP @ SAS,11/23/2022,W,129,47,82,57.3,14,33,42.4,21,30,70.0,8,34,42,33,8,5,21,22,19
1935,MIA,MIA vs. WAS,11/23/2022,W,113,39,93,41.9,16,41,39.0,19,22,86.4,14,39,53,20,7,5,13,18,8
1936,WAS,WAS @ MIA,11/23/2022,L,105,42,89,47.2,10,38,26.3,11,19,57.9,7,36,43,27,7,5,14,20,-8
1937,POR,POR @ CLE,11/23/2022,L,96,35,78,44.9,13,31,41.9,13,13,100.0,11,21,32,28,9,4,17,24,-18
1938,CLE,CLE vs. POR,11/23/2022,W,114,41,74,55.4,12,27,44.4,20,23,87.0,11,28,39,22,4,4,17,14,18
1939,MIN,MIN @ IND,11/23/2022,W,115,47,77,61.0,8,22,36.4,13,17,76.5,8,42,50,31,9,10,23,18,14
1940,CHI,CHI @ MIL,11/23/2022,W,118,43,87,49.4,18,42,42.9,14,18,77.8,5,30,35,30,9,12,13,20,5
1941,MIL,MIL vs. CHI,11/23/2022,L,113,41,90,45.6,12,38,31.6,19,25,76.0,11,37,48,24,5,3,20,17,-5
1942,PHI,PHI vs. BKN,11/22/2022,W,115,43,99,43.4,16,32,50.0,13,16,81.3,20,29,49,19,9,4,10,12,9
1943,BKN,BKN @ PHI,11/22/2022,L,106,44,80,55.0,9,28,32.1,9,13,69.2,4,31,35,31,5,13,15,15,-9
1944,LAL,LAL @ PHX,11/22/2022,L,105,36,85,42.4,4,22,18.2,29,35,82.9,7,38,45,19,8,7,17,12,-10
1945,PHX,PHX vs. LAL,11/22/2022,W,115,48,102,47.1,16,34,47.1,3,5,60.0,8,41,49,23,8,7,15,22,10
1946,SAC,SAC @ MEM,11/22/2022,W,113,39,90,43.3,15,45,33.3,20,27,74.1,9,36,45,27,11,2,20,25,4
1947,MEM,MEM vs. SAC,11/22/2022,L,109,41,91,45.1,8,30,26.7,19,30,63.3,13,36,49,26,12,10,18,23,-4
1948,DET,DET @ DEN,11/22/2022,W,110,45,88,51.1,8,28,28.6,12,14,85.7,12,28,40,27,7,5,16,24,2
1949,DEN,DEN vs. DET,11/22/2022,L,108,43,86,50.0,5,19,26.3,17,26,65.4,15,27,42,28,7,8,18,21,-2
1950,MIN,MIN vs. MIA,11/21/2022,W,105,37,85,43.5,14,47,29.8,17,20,85.0,6,34,40,30,9,6,18,25,4
1951,MIA,MIA @ MIN,11/21/2022,L,101,35,90,38.9,11,38,28.9,20,30,66.7,12,34,46,26,9,5,15,20,-4
1952,NOP,NOP vs. GSW,11/21/2022,W,128,49,91,53.8,15,42,35.7,15,21,71.4,11,39,50,30,15,5,14,16,45
1953,GSW,GSW @ NOP,11/21/2022,L,83,28,74,37.8,10,43,23.3,17,19,89.5,4,30,34,17,9,5,27,20,-45
1954,NYK,NYK @ OKC,11/21/2022,W,129,51,97,52.6,11,34,32.4,16,20,80.0,14,34,48,21,10,2,15,28,10
1955,OKC,OKC vs. NYK,11/21/2022,L,119,43,88,48.9,8,24,33.3,25,32,78.1,11,27,38,25,5,5,14,18,-10
1956,CLE,CLE vs. ATL,11/21/2022,W,114,42,70,60.0,10,19,52.6,20,23,87.0,3,34,37,24,8,3,20,17,12
1957,ATL,ATL @ CLE,11/21/2022,L,102,38,87,43.7,11,34,32.4,15,17,88.2,10,25,35,24,11,3,17,21,-12
1958,CHI,CHI vs. BOS,11/21/2022,W,121,46,89,51.7,14,29,48.3,15,20,75.0,8,43,51,26,10,1,15,19,14
1959,BOS,BOS @ CHI,11/21/2022,L,107,38,87,43.7,19,50,38.0,12,17,70.6,5,33,38,28,3,4,15,18,-14
1960,LAC,LAC vs. UTA,11/21/2022,W,121,47,91,51.6,9,24,37.5,18,19,94.7,12,29,41,26,6,6,16,20,7
1961,UTA,UTA @ LAC,11/21/2022,L,114,40,89,44.9,12,38,31.6,22,24,91.7,16,29,45,22,8,5,17,18,-7
1962,IND,IND vs. ORL,11/21/2022,W,123,43,86,50.0,13,46,28.3,24,27,88.9,12,36,48,32,9,5,21,23,21
1963,ORL,ORL @ IND,11/21/2022,L,102,36,85,42.4,11,35,31.4,19,25,76.0,12,26,38,20,10,2,17,25,-21
1964,MIL,MIL vs. POR,11/21/2022,W,119,47,86,54.7,9,28,32.1,16,25,64.0,10,32,42,31,12,8,14,17,8
1965,POR,POR @ MIL,11/21/2022,L,111,44,93,47.3,8,29,27.6,15,19,78.9,12,28,40,19,5,3,16,17,-8
1966,GSW,GSW @ HOU,11/20/2022,W,127,46,86,53.5,24,47,51.1,11,15,73.3,8,32,40,38,8,5,17,22,7
1967,SAS,SAS @ LAL,11/20/2022,L,92,41,105,39.0,7,34,20.6,3,10,30.0,13,31,44,26,7,2,10,17,-31
1968,DET,DET @ SAC,11/20/2022,L,129,47,89,52.8,15,29,51.7,20,23,87.0,10,25,35,20,4,3,12,24,-8
1969,SAC,SAC vs. DET,11/20/2022,W,137,47,85,55.3,12,35,34.3,31,35,88.6,8,33,41,29,4,0,11,18,8
1970,MIA,MIA @ CLE,11/20/2022,L,87,31,80,38.8,6,31,19.4,19,22,86.4,11,19,30,17,6,3,16,16,-26
1971,PHX,PHX vs. NYK,11/20/2022,W,116,43,101,42.6,17,39,43.6,13,18,72.2,22,38,60,35,3,8,13,22,21
1972,NYK,NYK @ PHX,11/20/2022,L,95,34,85,40.0,7,25,28.0,20,25,80.0,10,29,39,20,4,7,11,15,-21
1973,CLE,CLE vs. MIA,11/20/2022,W,113,44,83,53.0,13,37,35.1,12,16,75.0,13,36,49,31,7,1,20,23,26
1974,MEM,MEM @ BKN,11/20/2022,L,115,43,99,43.4,12,37,32.4,17,31,54.8,13,31,44,28,13,0,10,12,-12
1975,LAL,LAL vs. SAS,11/20/2022,W,123,45,85,52.9,12,34,35.3,21,24,87.5,5,49,54,29,5,2,15,10,31
1976,HOU,HOU vs. GSW,11/20/2022,L,120,41,90,45.6,15,45,33.3,23,27,85.2,12,33,45,24,13,1,14,12,-7
1977,BKN,BKN vs. MEM,11/20/2022,W,127,50,83,60.2,16,34,47.1,11,15,73.3,5,40,45,33,5,5,19,25,12
1978,DEN,DEN @ DAL,11/20/2022,W,98,37,78,47.4,9,27,33.3,15,19,78.9,4,40,44,22,10,5,16,20,1
1979,DAL,DAL vs. DEN,11/20/2022,L,97,35,78,44.9,15,42,35.7,12,21,57.1,6,30,36,24,5,3,13,18,-1
1980,WAS,WAS vs. CHA,11/20/2022,W,106,40,93,43.0,13,34,38.2,13,18,72.2,14,35,49,19,6,13,17,19,4
1981,CHA,CHA @ WAS,11/20/2022,L,102,39,100,39.0,8,32,25.0,16,23,69.6,15,36,51,19,5,5,13,18,-4
1982,PHI,PHI vs. MIN,11/19/2022,L,109,34,71,47.9,14,32,43.8,27,32,84.4,4,35,39,21,10,1,22,24,-3
1983,LAC,LAC vs. SAS,11/19/2022,W,119,44,81,54.3,21,40,52.5,10,19,52.6,7,28,35,32,9,1,13,20,22
1984,SAS,SAS @ LAC,11/19/2022,L,97,36,87,41.4,7,26,26.9,18,21,85.7,15,28,43,22,4,2,15,13,-22
1985,IND,IND vs. ORL,11/19/2022,W,114,41,90,45.6,18,46,39.1,14,19,73.7,12,30,42,27,5,6,15,18,1
1986,ORL,ORL @ IND,11/19/2022,L,113,39,91,42.9,16,42,38.1,19,26,73.1,11,30,41,16,8,6,11,17,-1
1987,MIN,MIN @ PHI,11/19/2022,W,112,40,85,47.1,12,36,33.3,20,24,83.3,8,35,43,28,9,2,20,25,3
1988,TOR,TOR @ ATL,11/19/2022,L,122,48,108,44.4,8,37,21.6,18,22,81.8,17,34,51,27,11,6,14,25,-2
1989,ATL,ATL vs. TOR,11/19/2022,W,124,46,92,50.0,7,25,28.0,25,32,78.1,11,39,50,23,5,5,15,20,2
1990,POR,POR vs. UTA,11/19/2022,L,113,39,83,47.0,13,42,31.0,22,27,81.5,10,33,43,27,11,8,18,22,-5
1991,UTA,UTA @ POR,11/19/2022,W,118,42,91,46.2,14,39,35.9,20,23,87.0,11,31,42,23,6,4,13,20,5
1992,CLE,CLE vs. CHA,11/18/2022,W,132,49,92,53.3,8,28,28.6,26,32,81.3,7,43,50,25,8,8,20,25,10
1993,CHA,CHA @ CLE,11/18/2022,L,122,44,110,40.0,14,44,31.8,20,24,83.3,17,36,53,24,11,6,16,33,-10
1994,BOS,BOS @ NOP,11/18/2022,W,117,41,85,48.2,20,46,43.5,15,17,88.2,11,35,46,28,6,3,17,13,8
1995,LAL,LAL vs. DET,11/18/2022,W,128,43,78,55.1,7,20,35.0,35,40,87.5,7,37,44,29,2,7,16,24,7
1996,DET,DET @ LAL,11/18/2022,L,121,43,92,46.7,11,34,32.4,24,32,75.0,10,27,37,27,9,4,11,30,-7
1997,PHX,PHX @ UTA,11/18/2022,L,133,49,94,52.1,9,30,30.0,26,28,92.9,12,30,42,29,7,6,14,25,-1
1998,UTA,UTA vs. PHX,11/18/2022,W,134,51,91,56.0,16,31,51.6,16,24,66.7,11,25,36,32,6,3,17,28,1
1999,MIA,MIA @ WAS,11/18/2022,L,106,35,98,35.7,11,43,25.6,25,32,78.1,10,43,53,23,6,4,10,15,-1
2000,WAS,WAS vs. MIA,11/18/2022,W,107,41,96,42.7,15,46,32.6,10,14,71.4,8,46,54,33,6,4,16,25,1
2001,IND,IND @ HOU,11/18/2022,W,99,33,82,40.2,12,41,29.3,21,27,77.8,12,33,45,25,8,10,15,26,8
2002,HOU,HOU vs. IND,11/18/2022,L,91,29,86,33.7,6,28,21.4,27,32,84.4,14,35,49,15,8,4,17,24,-8
2003,GSW,GSW vs. NYK,11/18/2022,W,111,41,91,45.1,18,50,36.0,11,20,55.0,12,39,51,32,8,3,18,26,10
2004,NYK,NYK @ GSW,11/18/2022,L,101,30,87,34.5,9,34,26.5,32,34,94.1,13,32,45,16,8,7,16,16,-10
2005,MEM,MEM vs. OKC,11/18/2022,W,121,39,93,41.9,14,39,35.9,29,40,72.5,17,40,57,26,4,7,11,13,11
2006,NOP,NOP vs. BOS,11/18/2022,L,109,43,87,49.4,13,35,37.1,10,13,76.9,7,30,37,24,13,3,13,18,-8
2007,OKC,OKC @ MEM,11/18/2022,L,110,45,96,46.9,11,34,32.4,9,11,81.8,8,35,43,34,5,9,11,28,-11
2008,DAL,DAL vs. DEN,11/18/2022,W,127,46,77,59.7,13,32,40.6,22,28,78.6,6,38,44,29,5,3,10,19,28
2009,DEN,DEN @ DAL,11/18/2022,L,99,38,90,42.2,10,30,33.3,13,18,72.2,13,23,36,24,4,1,13,20,-28
2010,ORL,ORL @ CHI,11/18/2022,W,108,38,77,49.4,12,28,42.9,20,22,90.9,6,35,41,25,4,7,16,25,1
2011,CHI,CHI vs. ORL,11/18/2022,L,107,41,89,46.1,5,21,23.8,20,25,80.0,13,33,46,27,6,6,11,19,-1
2012,PHI,PHI vs. MIL,11/18/2022,W,110,40,78,51.3,13,28,46.4,17,26,65.4,6,35,41,28,5,5,18,18,8
2013,MIL,MIL @ PHI,11/18/2022,L,102,41,90,45.6,12,36,33.3,8,21,38.1,8,34,42,22,8,7,13,18,-8
2014,DET,DET @ LAC,11/17/2022,L,91,33,88,37.5,6,31,19.4,19,24,79.2,10,33,43,15,9,7,13,26,-5
2015,POR,POR vs. BKN,11/17/2022,L,107,36,93,38.7,13,36,36.1,22,27,81.5,8,31,39,22,9,5,10,22,-2
2016,BKN,BKN @ POR,11/17/2022,W,109,40,79,50.6,11,29,37.9,18,23,78.3,5,42,47,32,4,5,17,24,2
2017,LAC,LAC vs. DET,11/17/2022,W,96,33,81,40.7,11,30,36.7,19,24,79.2,10,41,51,17,1,1,18,21,5
2018,SAC,SAC vs. SAS,11/17/2022,W,130,48,83,57.8,12,30,40.0,22,24,91.7,6,31,37,28,7,1,12,15,18
2019,SAS,SAS @ SAC,11/17/2022,L,112,46,84,54.8,11,26,42.3,9,12,75.0,7,25,32,29,8,6,19,22,-18
2020,NYK,NYK @ DEN,11/16/2022,W,106,37,84,44.0,8,34,23.5,24,31,77.4,6,34,40,24,12,5,8,18,3
2021,DEN,DEN vs. NYK,11/16/2022,L,103,36,82,43.9,14,38,36.8,17,20,85.0,8,34,42,18,3,5,15,25,-3
2022,CLE,CLE @ MIL,11/16/2022,L,98,36,84,42.9,12,28,42.9,14,17,82.4,6,28,34,22,7,7,8,18,-15
2023,MIL,MIL vs. CLE,11/16/2022,W,113,41,86,47.7,16,39,41.0,15,27,55.6,13,39,52,26,5,6,14,16,15
2024,WAS,WAS vs. OKC,11/16/2022,L,120,44,86,51.2,17,34,50.0,15,17,88.2,11,30,41,32,8,5,19,20,-1
2025,MIA,MIA @ TOR,11/16/2022,L,104,36,66,54.5,13,35,37.1,19,22,86.4,4,19,23,19,5,4,23,20,-8
2026,TOR,TOR vs. MIA,11/16/2022,W,112,44,86,51.2,7,26,26.9,17,22,77.3,16,26,42,23,5,3,14,23,8
2027,ATL,ATL vs. BOS,11/16/2022,L,101,42,101,41.6,7,32,21.9,10,13,76.9,14,31,45,21,5,5,9,11,-25
2028,BOS,BOS @ ATL,11/16/2022,W,126,48,88,54.5,21,46,45.7,9,10,90.0,6,43,49,29,4,8,15,20,25
2029,ORL,ORL vs. MIN,11/16/2022,L,108,42,93,45.2,9,35,25.7,15,17,88.2,12,35,47,21,6,5,16,26,-18
2030,MIN,MIN @ ORL,11/16/2022,W,126,46,88,52.3,12,36,33.3,22,28,78.6,8,32,40,28,15,6,11,15,18
2031,OKC,OKC @ WAS,11/16/2022,W,121,44,81,54.3,16,31,51.6,17,26,65.4,9,28,37,24,4,7,15,22,1
2032,IND,IND @ CHA,11/16/2022,W,125,44,82,53.7,11,28,39.3,26,31,83.9,7,27,34,27,11,9,14,18,12
2033,CHA,CHA vs. IND,11/16/2022,L,113,43,94,45.7,12,33,36.4,15,18,83.3,14,30,44,29,8,4,18,23,-12
2034,PHX,PHX vs. GSW,11/16/2022,W,130,44,86,51.2,21,40,52.5,21,25,84.0,8,39,47,33,5,8,16,22,11
2035,DAL,DAL vs. HOU,11/16/2022,L,92,31,102,30.4,12,55,21.8,18,19,94.7,13,25,38,21,9,2,6,19,-9
2036,HOU,HOU @ DAL,11/16/2022,W,101,35,75,46.7,10,22,45.5,21,24,87.5,9,47,56,21,1,19,23,19,9
2037,GSW,GSW @ PHX,11/16/2022,L,119,42,92,45.7,18,42,42.9,17,17,100.0,6,34,40,30,5,3,17,23,-11
2038,CHI,CHI @ NOP,11/16/2022,L,110,44,89,49.4,11,32,34.4,11,17,64.7,7,30,37,25,2,1,12,18,-14
2039,NOP,NOP vs. CHI,11/16/2022,W,124,43,85,50.6,17,33,51.5,21,24,87.5,12,34,46,30,4,6,15,18,14
2040,UTA,UTA vs. NYK,11/15/2022,L,111,36,83,43.4,14,43,32.6,25,30,83.3,15,34,49,29,7,5,21,22,-7
2041,LAC,LAC @ DAL,11/15/2022,L,101,34,64,53.1,12,28,42.9,21,26,80.8,3,37,40,23,8,2,21,27,-2
2042,DAL,DAL vs. LAC,11/15/2022,W,103,35,80,43.8,17,43,39.5,16,24,66.7,8,26,34,20,12,1,12,20,2
2043,BKN,BKN @ SAC,11/15/2022,L,121,40,81,49.4,11,28,39.3,30,33,90.9,3,26,29,25,5,3,17,18,-32
2044,SAC,SAC vs. BKN,11/15/2022,W,153,56,94,59.6,20,41,48.8,21,25,84.0,9,34,43,39,9,4,17,24,32
2045,POR,POR vs. SAS,11/15/2022,W,117,41,79,51.9,15,32,46.9,20,26,76.9,9,30,39,22,6,3,17,17,7
2046,NOP,NOP vs. MEM,11/15/2022,W,113,43,91,47.3,18,38,47.4,9,12,75.0,7,36,43,31,2,8,10,20,11
2047,SAS,SAS @ POR,11/15/2022,L,110,44,85,51.8,9,29,31.0,13,17,76.5,11,27,38,34,7,5,19,25,-7
2048,NYK,NYK @ UTA,11/15/2022,W,118,44,93,47.3,11,32,34.4,19,25,76.0,13,30,43,26,10,3,14,25,7
2049,MEM,MEM @ NOP,11/15/2022,L,102,38,92,41.3,9,35,25.7,17,25,68.0,14,37,51,16,6,8,11,17,-11
2050,OKC,OKC @ BOS,11/14/2022,L,122,47,98,48.0,11,30,36.7,17,21,81.0,10,41,51,21,4,6,20,21,-4
2051,TOR,TOR @ DET,11/14/2022,W,115,40,82,48.8,8,27,29.6,27,28,96.4,12,30,42,27,7,8,17,27,4
2052,DET,DET vs. TOR,11/14/2022,L,111,35,77,45.5,10,31,32.3,31,43,72.1,11,28,39,23,8,2,19,23,-4
2053,HOU,HOU vs. LAC,11/14/2022,L,106,39,86,45.3,9,30,30.0,19,31,61.3,10,30,40,20,11,3,14,22,-16
2054,LAC,LAC @ HOU,11/14/2022,W,122,41,81,50.6,14,38,36.8,26,33,78.8,9,35,44,25,6,4,17,23,16
2055,BOS,BOS vs. OKC,11/14/2022,W,126,46,96,47.9,10,37,27.0,24,29,82.8,10,36,46,25,15,7,14,20,4
2056,PHX,PHX @ MIA,11/14/2022,L,112,48,99,48.5,14,36,38.9,2,4,50.0,20,25,45,22,9,4,14,22,-1
2057,MIA,MIA vs. PHX,11/14/2022,W,113,38,83,45.8,15,33,45.5,22,25,88.0,17,25,42,23,6,4,15,10,1
2058,ATL,ATL @ MIL,11/14/2022,W,121,44,92,47.8,7,20,35.0,26,30,86.7,13,32,45,23,4,4,9,23,15
2059,MIL,MIL vs. ATL,11/14/2022,L,106,34,82,41.5,6,29,20.7,32,41,78.0,11,35,46,21,4,3,17,26,-15
2060,ORL,ORL vs. CHA,11/14/2022,L,105,36,88,40.9,14,36,38.9,19,23,82.6,22,26,48,23,3,7,22,18,-7
2061,CHA,CHA @ ORL,11/14/2022,W,112,42,88,47.7,7,35,20.0,21,24,87.5,14,23,37,22,15,7,13,23,7
2062,SAS,SAS @ GSW,11/14/2022,L,95,36,100,36.0,10,40,25.0,13,19,68.4,22,31,53,18,6,6,19,17,-37
2063,GSW,GSW vs. SAS,11/14/2022,W,132,47,88,53.4,23,45,51.1,15,16,93.8,5,35,40,35,9,3,13,17,37
2064,CHI,CHI vs. DEN,11/13/2022,L,103,40,81,49.4,6,22,27.3,17,21,81.0,8,28,36,24,9,4,19,19,-23
2065,DEN,DEN @ CHI,11/13/2022,W,126,48,80,60.0,13,27,48.1,17,21,81.0,5,31,36,33,11,3,16,17,23
2066,OKC,OKC @ NYK,11/13/2022,W,145,55,88,62.5,17,31,54.8,18,20,90.0,4,34,38,31,9,5,19,27,10
2067,MIN,MIN @ CLE,11/13/2022,W,129,46,82,56.1,12,24,50.0,25,34,73.5,11,36,47,30,5,4,13,30,5
